household_ID,month,consumption
ID1132,2024-01-31,706
ID1890,2023-06-30,70
ID0778,2024-03-31,47
ID1896,2024-03-31,69
ID1802,2024-05-31,0
ID0557,2024-09-30,134
ID1881,2024-02-29,169
ID3060,2024-01-31,101
ID1791,2023-10-31,66
ID2578,2024-09-30,47
ID1923,2022-12-31,137
ID1554,2024-08-31,32
ID2169,2024-10-31,70
ID3422,2023-09-30,97
ID1445,2024-07-31,155
ID3059,2024-07-31,347
ID3052,2023-11-30,39
ID2545,2024-09-30,181
ID0197,2024-04-30,145
ID0294,2024-07-31,165
ID1590,2023-09-30,90
ID2759,2023-01-31,3025
ID1521,2022-11-30,"1,233"
ID3084,2023-06-30,74
ID0721,2024-07-31,260
ID2636,2024-04-30,232
ID3648,2023-05-31,68
ID2617,2023-02-28,40
ID1693,2023-08-31,144
ID0540,2022-12-31,70
ID0991,2023-01-31,58
ID2357,2024-05-31,101
ID0191,2024-08-31,53
ID1979,2023-01-31,92
ID0299,2023-07-31,67
ID0973,2023-02-28,143
ID2899,2022-12-31,15
ID0964,2023-07-31,111
ID0632,2023-09-30,62
ID3332,2024-04-30,121
ID3096,2022-10-31,73
ID1173,2024-08-31,25
ID2193,2023-11-30,139
ID1986,2023-01-31,0
ID3302,2024-10-31,96
ID3433,2024-07-31,87
ID3855,2023-08-31,57
ID3196,2023-10-31,110
ID1058,2023-08-31,122
ID2491,2023-06-30,65
ID0126,2023-04-30,34
ID0596,2024-04-30,342
ID2769,2023-07-31,92
ID0490,2024-01-31,97
ID2695,2023-01-31,82
ID2855,2022-11-30,185
ID2936,2023-03-31,153
ID0394,2024-04-30,68
ID0083,2023-09-30,184
ID2778,2023-03-31,459
ID1634,2024-06-30,133
ID2491,2024-08-31,93
ID2965,2024-07-31,3
ID0928,2023-03-31,151
ID2816,2023-12-31,269
ID0440,2023-01-31,107
ID3331,2023-06-30,86
ID2307,2024-01-31,198
ID2871,2023-11-30,0
ID1384,2024-06-30,146
ID3712,2024-10-31,137
ID1858,2024-02-29,124
ID2818,2023-12-31,31
ID2050,2023-02-28,29
ID2280,2024-03-31,212
ID0643,2024-06-30,119
ID1810,2024-05-31,121
ID1431,2023-07-31,20
ID2133,2024-06-30,0
ID0884,2023-09-30,111
ID1691,2024-08-31,83
ID2038,2023-08-31,151
ID3572,2023-11-30,90
ID1799,2024-09-30,35
ID2509,2024-01-31,37
ID1870,2024-01-31,106
ID0313,2024-01-31,102
ID2436,2023-05-31,20
ID0094,2023-10-31,135
ID0272,2023-10-31,49
ID0724,2023-10-31,49
ID0593,2024-02-29,60
ID2274,2023-06-30,94
ID2268,2023-02-28,45
ID2316,2024-08-31,81
ID3891,2024-03-31,58
ID0997,2023-04-30,87
ID2541,2023-05-31,90
ID2264,2023-12-31,65
ID2777,2024-08-31,22
ID2441,2023-09-30,85
ID3940,2023-02-28,64
ID1138,2024-03-31,99
ID1376,2023-07-31,3
ID3706,2024-10-31,101
ID1174,2022-11-30,37
ID1278,2023-06-30,110
ID1524,2024-02-29,81
ID1423,2023-06-30,146
ID2741,2023-04-30,49
ID0732,2024-06-30,67
ID3770,2023-06-30,213
ID0327,2023-01-31,127
ID2984,2024-03-31,133
ID2041,2022-10-31,234
ID1227,2024-10-31,301
ID2530,2023-07-31,36
ID0508,2022-12-31,209
ID2477,2024-07-31,34
ID1585,2023-07-31,136
ID2425,2023-10-31,107
ID3622,2023-06-30,181
ID3467,2023-11-30,97
ID3923,2023-11-30,68
ID0184,2024-10-31,29
ID3671,2023-11-30,80
ID1289,2024-04-30,34
ID2896,2024-06-30,145
ID0109,2023-10-31,0
ID0597,2023-11-30,149
ID2785,2023-06-30,108
ID2426,2023-02-28,106
ID2122,2023-05-31,164
ID1996,2023-06-30,88
ID0741,2023-12-31,556
ID0759,2023-11-30,52
ID1503,2024-01-31,54
ID2558,2024-02-29,357
ID1097,2024-02-29,166
ID1042,2023-05-31,122
ID1591,2023-11-30,125
ID0741,2023-02-28,506
ID2609,2024-04-30,426
ID1376,2023-06-30,6
ID3184,2023-03-31,39
ID1389,2023-02-28,44
ID0492,2023-01-31,76
ID2409,2023-01-31,162
ID0322,2024-10-31,42
ID3877,2024-06-30,98
ID3212,2023-05-31,96
ID0553,2024-03-31,80
ID3830,2024-01-31,50
ID3769,2024-04-30,80
ID0121,2023-06-30,156
ID3504,2023-02-28,88
ID2311,2024-01-31,97
ID2266,2023-04-30,85
ID1418,2023-10-31,30
ID3104,2024-10-31,138
ID2003,2022-11-30,49
ID1400,2022-10-31,501
ID2325,2023-11-30,1
ID1535,2023-05-31,153
ID2045,2023-07-31,131
ID1479,2024-07-31,95
ID3099,2024-02-29,2
ID2964,2023-10-31,54
ID3678,2024-07-31,
ID2857,2023-08-31,39
ID3583,2023-01-31,49
ID2568,2024-04-30,223
ID0347,2023-02-28,18
ID3159,2024-01-31,35
ID3129,2024-02-29,67
ID3439,2024-10-31,278
ID0269,2024-09-30,224
ID0854,2023-01-31,39
ID1143,2023-11-30,100
ID3369,2023-05-31,101
ID3896,2023-09-30,29
ID0235,2023-06-30,91
ID1691,2023-06-30,66
ID3481,2023-01-31,27
ID1916,2023-12-31,100
ID3754,2023-07-31,244
ID2399,2024-10-31,35
ID2548,2022-11-30,102
ID0495,2023-02-28,101
ID1375,2023-06-30,102
ID1912,2023-07-31,149
ID3260,2023-10-31,70
ID0857,2023-10-31,173
ID0375,2023-03-31,111
ID1361,2022-12-31,56
ID1740,2023-06-30,45
ID0014,2024-05-31,132
ID4014,2023-10-31,39
ID3016,2024-09-30,276
ID0235,2024-05-31,1
ID1192,2023-02-28,108
ID0390,2023-11-30,59
ID0074,2024-09-30,60
ID0596,2023-07-31,128
ID3395,2022-10-31,191
ID1615,2022-10-31,128
ID2050,2024-08-31,46
ID1158,2023-01-31,63
ID1922,2024-02-29,94
ID3517,2024-05-31,96
ID1117,2022-10-31,103
ID0650,2024-03-31,44
ID0874,2024-08-31,0
ID0644,2023-12-31,81
ID2661,2024-04-30,47
ID3717,2024-02-29,0
ID2203,2024-04-30,57
ID1780,2023-02-28,100
ID3617,2024-06-30,164
ID2170,2022-12-31,168
ID1355,2023-11-30,114
ID2783,2023-03-31,2
ID2144,2023-10-31,191
ID1214,2024-08-31,328
ID1806,2024-07-31,60
ID2361,2022-12-31,104
ID1812,2024-04-30,
ID1201,2022-12-31,111
ID3692,2023-06-30,187
ID1597,2023-03-31,103
ID3833,2023-03-31,31
ID2852,2022-11-30,80
ID0645,2023-04-30,71
ID1431,2023-06-30,36
ID1589,2023-12-31,108
ID3076,2023-07-31,147
ID2235,2023-02-28,112
ID2510,2023-08-31,68
ID2440,2023-10-31,206
ID0233,2023-06-30,226
ID0193,2024-08-31,113
ID0822,2023-01-31,162
ID2950,2022-11-30,94
ID0239,2023-06-30,36
ID1583,2023-10-31,91
ID0322,2023-05-31,41
ID1248,2024-02-29,72
ID1055,2024-04-30,84
ID1646,2024-10-31,360
ID1917,2024-02-29,165
ID0656,2023-04-30,127
ID1679,2023-10-31,220
ID2406,2023-04-30,92
ID3020,2024-04-30,85
ID2651,2023-11-30,55
ID3864,2022-11-30,3
ID1009,2023-11-30,180
ID0638,2024-10-31,63
ID1672,2023-03-31,149
ID2489,2023-11-30,61
ID2156,2022-10-31,87
ID3686,2023-08-31,180
ID2280,2023-06-30,267
ID0216,2023-05-31,94
ID3077,2024-10-31,142
ID3845,2023-01-31,79
ID2094,2024-06-30,95
ID0657,2022-12-31,177
ID3855,2022-10-31,80
ID1555,2023-01-31,123
ID3875,2022-11-30,169
ID1407,2023-11-30,194
ID0308,2023-03-31,108
ID3600,2023-10-31,323
ID2878,2023-01-31,38
ID0603,2024-05-31,19
ID1480,2024-08-31,143
ID2328,2024-04-30,99
ID3588,2024-05-31,
ID3414,2023-12-31,125
ID1827,2023-06-30,67
ID2028,2023-11-30,60
ID0812,2023-03-31,79
ID1603,2023-01-31,224
ID1970,2023-11-30,105
ID1933,2023-11-30,152
ID3389,2023-04-30,117
ID3359,2023-04-30,69
ID2234,2024-10-31,99
ID0561,2024-09-30,98
ID2798,2023-09-30,165
ID1302,2022-11-30,97
ID3867,2024-05-31,77
ID2925,2024-07-31,15
ID0387,2024-07-31,134
ID2197,2023-12-31,11
ID2040,2024-10-31,140
ID3251,2024-05-31,117
ID0433,2023-10-31,92
ID2304,2022-12-31,57
ID1920,2023-04-30,90
ID3733,2024-09-30,478
ID0914,2024-04-30,45
ID1449,2023-03-31,97
ID3246,2023-12-31,120
ID0606,2024-09-30,54
ID2717,2024-08-31,293
ID0124,2023-05-31,99
ID2134,2023-09-30,46
ID3067,2024-01-31,68
ID3859,2023-11-30,49
ID0831,2024-04-30,13
ID1365,2022-11-30,4
ID2735,2023-09-30,400
ID2107,2023-09-30,115
ID1153,2024-10-31,90
ID1672,2022-11-30,264
ID2114,2023-02-28,196
ID2255,2024-03-31,76
ID3444,2022-12-31,333
ID1225,2024-02-29,180
ID1609,2023-06-30,90
ID0919,2024-09-30,112
ID3493,2023-07-31,90
ID3716,2023-10-31,8
ID3746,2023-04-30,63
ID1679,2024-02-29,215
ID3395,2024-10-31,950
ID2743,2024-03-31,23
ID1342,2023-08-31,98
ID1681,2024-07-31,150
ID2874,2024-06-30,75
ID4021,2023-03-31,94
ID3636,2023-01-31,95
ID0520,2023-06-30,110
ID2269,2024-05-31,106
ID3143,2023-04-30,9
ID4033,2023-01-31,104
ID2913,2023-01-31,119
ID2154,2022-12-31,0
ID3724,2023-03-31,93
ID2565,2023-10-31,42
ID2445,2023-05-31,64
ID1434,2022-11-30,58
ID3784,2024-05-31,6
ID0197,2023-11-30,133
ID3578,2023-12-31,115
ID2060,2024-05-31,146
ID0968,2022-11-30,118
ID1513,2022-12-31,5
ID3625,2023-11-30,147
ID0725,2023-08-31,113
ID3852,2024-04-30,73
ID0711,2023-06-30,75
ID1685,2024-09-30,113
ID1940,2023-12-31,9
ID3613,2022-10-31,110
ID0763,2024-05-31,98
ID0354,2023-03-31,10
ID3693,2023-12-31,174
ID1881,2024-03-31,178
ID2599,2023-07-31,142
ID1634,2024-09-30,142
ID2700,2024-08-31,86
ID2262,2023-07-31,337
ID1875,2023-08-31,173
ID0758,2024-08-31,78
ID3471,2024-10-31,648
ID1526,2024-05-31,43
ID0626,2023-06-30,0
ID3795,2024-01-31,45
ID3833,2022-11-30,45
ID0108,2024-10-31,183
ID3345,2023-09-30,69
ID0938,2024-09-30,237
ID0904,2024-07-31,81
ID1144,2024-03-31,184
ID1348,2024-06-30,65
ID4025,2023-05-31,107
ID0070,2023-07-31,84
ID2863,2024-02-29,0
ID2198,2024-09-30,164
ID3145,2023-12-31,0
ID1953,2023-02-28,41
ID3068,2023-09-30,311
ID3776,2022-11-30,267
ID3344,2022-12-31,69
ID0478,2024-10-31,120
ID0601,2023-02-28,175
ID1015,2023-01-31,82
ID3196,2024-10-31,137
ID0215,2023-06-30,97
ID1178,2023-07-31,21
ID2381,2023-04-30,148
ID1924,2023-03-31,106
ID1236,2024-02-29,198
ID1102,2024-09-30,162
ID0157,2024-07-31,156
ID1132,2023-05-31,729
ID0036,2024-01-31,59
ID3610,2024-01-31,114
ID3515,2024-05-31,187
ID1247,2023-11-30,30
ID2935,2024-04-30,10
ID3061,2024-09-30,89
ID0825,2023-11-30,61
ID2752,2024-05-31,87
ID3729,2024-05-31,64
ID3944,2024-08-31,34
ID0653,2023-08-31,127
ID0337,2023-09-30,108
ID3462,2023-08-31,67
ID0269,2023-03-31,229
ID2649,2023-05-31,192
ID0632,2023-08-31,62
ID3915,2023-10-31,67
ID3943,2024-01-31,79
ID3002,2024-05-31,17
ID3602,2024-08-31,220
ID2523,2024-02-29,79
ID0873,2023-05-31,99
ID3666,2023-06-30,59
ID2740,2024-03-31,100
ID2736,2023-06-30,75
ID1292,2024-07-31,217
ID1025,2023-10-31,122
ID0418,2024-06-30,27
ID3187,2024-04-30,161
ID3127,2023-09-30,90
ID1887,2022-11-30,151
ID0420,2024-09-30,93
ID0359,2023-09-30,275
ID2581,2022-10-31,139
ID2535,2023-06-30,105
ID2219,2023-05-31,289
ID0052,2022-11-30,159
ID0788,2024-08-31,41
ID3902,2023-04-30,58
ID0774,2022-12-31,253
ID1640,2022-12-31,54
ID0011,2022-11-30,80
ID1983,2023-08-31,122
ID0288,2022-10-31,1
ID0303,2024-06-30,33
ID0338,2023-10-31,103
ID2306,2023-12-31,213
ID1884,2023-02-28,73
ID3354,2024-03-31,25
ID1408,2023-08-31,133
ID0238,2022-12-31,55
ID1777,2024-03-31,818
ID1677,2024-01-31,281
ID0855,2024-03-31,84
ID0256,2023-02-28,198
ID2207,2024-10-31,144
ID0537,2023-09-30,76
ID2749,2023-11-30,61
ID2860,2022-11-30,159
ID0196,2024-01-31,91
ID2278,2024-05-31,384
ID1668,2022-10-31,87
ID0304,2023-04-30,0
ID2297,2023-01-31,51
ID0155,2024-03-31,206
ID2338,2023-08-31,239
ID0042,2023-04-30,104
ID0521,2023-05-31,7
ID3999,2023-03-31,11
ID0935,2024-02-29,121
ID2526,2024-09-30,245
ID3475,2024-10-31,255
ID0240,2024-02-29,86
ID2505,2024-06-30,87
ID2975,2022-10-31,68
ID1909,2023-12-31,77
ID3971,2024-02-29,102
ID3987,2023-07-31,176
ID0740,2023-09-30,8
ID2768,2024-10-31,119
ID1407,2024-06-30,185
ID0101,2023-08-31,140
ID2516,2024-02-29,42
ID2800,2024-08-31,130
ID2196,2023-04-30,28
ID3922,2024-04-30,119
ID0751,2024-02-29,294
ID1272,2023-02-28,546
ID0076,2023-12-31,58
ID0886,2023-04-30,179
ID1697,2023-02-28,98
ID1555,2023-02-28,102
ID0777,2024-07-31,182
ID3916,2024-06-30,85
ID3189,2023-02-28,85
ID0181,2023-01-31,163
ID2400,2023-09-30,23
ID2019,2023-04-30,11
ID0155,2023-11-30,175
ID3507,2023-05-31,230
ID1789,2024-01-31,57
ID2294,2024-02-29,75
ID0404,2023-06-30,235
ID1278,2022-10-31,79
ID0640,2024-09-30,107
ID2668,2023-03-31,77
ID2443,2023-05-31,87
ID3093,2022-11-30,44
ID3062,2023-02-28,174
ID1136,2022-11-30,80
ID3436,2023-05-31,56
ID0818,2023-07-31,32
ID1152,2022-10-31,52
ID2436,2022-12-31,35
ID3879,2024-05-31,131
ID3069,2023-10-31,222
ID3997,2024-01-31,60
ID0984,2023-05-31,103
ID1301,2023-06-30,126
ID2239,2023-03-31,157
ID3900,2023-08-31,12
ID2035,2023-03-31,76
ID1956,2023-01-31,229
ID0633,2023-10-31,154
ID1715,2023-02-28,149
ID2326,2024-06-30,48
ID4052,2023-05-31,95
ID1391,2024-03-31,76
ID3164,2023-11-30,227
ID1392,2024-06-30,232
ID3714,2023-08-31,132
ID2192,2023-10-31,41
ID2000,2024-05-31,80
ID0126,2024-03-31,27
ID1078,2023-02-28,133
ID3680,2024-02-29,140
ID1681,2024-01-31,187
ID2873,2022-12-31,78
ID1549,2024-06-30,39
ID0755,2023-08-31,96
ID2449,2024-04-30,70
ID1710,2023-01-31,158
ID1567,2023-06-30,146
ID2530,2024-05-31,28
ID0070,2022-12-31,103
ID1312,2022-12-31,73
ID3773,2024-02-29,13
ID1277,2022-10-31,206
ID2650,2023-05-31,150
ID2219,2024-06-30,307
ID2311,2023-04-30,37
ID0287,2024-09-30,167
ID3623,2024-02-29,193
ID1309,2023-07-31,4
ID3535,2023-02-28,116
ID3355,2023-04-30,82
ID1473,2022-12-31,68
ID3066,2024-09-30,3
ID3309,2023-05-31,98
ID1153,2022-12-31,79
ID1353,2024-03-31,110
ID0932,2024-08-31,73
ID2371,2023-05-31,80
ID2681,2024-05-31,314
ID3380,2023-08-31,68
ID3105,2024-01-31,113
ID0461,2023-09-30,87
ID0898,2023-02-28,95
ID0579,2023-03-31,99
ID0132,2024-08-31,30
ID0570,2024-02-29,84
ID2547,2023-05-31,147
ID2728,2022-11-30,68
ID1344,2024-03-31,85
ID1309,2024-10-31,43
ID3903,2022-10-31,158
ID3381,2022-11-30,93
ID2506,2023-11-30,34
ID2161,2022-11-30,194
ID3471,2022-12-31,376
ID0476,2024-09-30,51
ID3326,2024-10-31,169
ID1045,2023-12-31,8
ID3810,2023-05-31,86
ID1857,2024-06-30,237
ID2096,2022-12-31,76
ID1156,2023-05-31,167
ID2735,2024-10-31,317
ID3110,2022-10-31,140
ID2301,2023-01-31,0
ID3409,2022-11-30,37
ID2938,2024-05-31,56
ID1146,2024-04-30,88
ID1678,2024-08-31,185
ID1422,2023-07-31,81
ID0849,2024-08-31,45
ID1195,2022-11-30,
ID3067,2022-11-30,66
ID3735,2024-03-31,130
ID1012,2023-11-30,52
ID2195,2024-04-30,172
ID1329,2023-04-30,174
ID2304,2023-05-31,51
ID2839,2022-11-30,176
ID2889,2023-01-31,26
ID2789,2023-01-31,164
ID1043,2024-09-30,110
ID1607,2023-10-31,86
ID0447,2024-01-31,65
ID3446,2024-10-31,6
ID0434,2023-04-30,44
ID0996,2024-09-30,33
ID1872,2024-01-31,405
ID1177,2024-05-31,199
ID3554,2024-06-30,90
ID3488,2024-10-31,244
ID0117,2024-02-29,139
ID0072,2023-07-31,132
ID3844,2024-02-29,94
ID3195,2024-04-30,95
ID1545,2023-01-31,151
ID2667,2024-07-31,35
ID3302,2023-05-31,67
ID3790,2024-09-30,190
ID0421,2023-02-28,104
ID3526,2023-05-31,140
ID2190,2023-09-30,61
ID2172,2022-10-31,123
ID3385,2023-11-30,432
ID2013,2023-08-31,88
ID0520,2023-04-30,105
ID3328,2024-06-30,48
ID1065,2022-12-31,139
ID3097,2024-06-30,111
ID0855,2024-05-31,84
ID3688,2024-09-30,55
ID1304,2023-08-31,203
ID1366,2024-05-31,103
ID3781,2023-08-31,113
ID2546,2023-08-31,39
ID2228,2023-07-31,164
ID3055,2023-11-30,30
ID3456,2023-09-30,99
ID1754,2024-06-30,80
ID3394,2023-06-30,163
ID2746,2023-02-28,148
ID1956,2024-07-31,216
ID1819,2022-10-31,123
ID3257,2023-05-31,76
ID1614,2023-12-31,112
ID0789,2024-09-30,146
ID2996,2024-05-31,149
ID2760,2023-07-31,60
ID1260,2024-02-29,0
ID3465,2023-07-31,218
ID1922,2022-12-31,69
ID0256,2023-06-30,175
ID1582,2024-08-31,34
ID0270,2023-04-30,168
ID3656,2024-03-31,53
ID1515,2024-02-29,19
ID1286,2023-12-31,57
ID1417,2023-06-30,156
ID2936,2024-08-31,178
ID3372,2023-11-30,92
ID0882,2024-06-30,188
ID2045,2024-10-31,196
ID0064,2024-01-31,106
ID3869,2022-11-30,121
ID0076,2022-11-30,68
ID2923,2023-11-30,402
ID2937,2023-07-31,122
ID0241,2023-02-28,36
ID0210,2023-04-30,259
ID1471,2024-04-30,88
ID1262,2024-10-31,602
ID3119,2023-02-28,35
ID2320,2023-07-31,48
ID1665,2022-10-31,198
ID0635,2023-07-31,64
ID3035,2024-01-31,109
ID2917,2023-02-28,128
ID3041,2023-03-31,111
ID3987,2023-12-31,146
ID3771,2024-09-30,48
ID3482,2023-01-31,148
ID1942,2023-12-31,107
ID3017,2024-02-29,58
ID3685,2023-08-31,78
ID0905,2023-09-30,95
ID2782,2023-03-31,37
ID3243,2023-10-31,0
ID1725,2024-08-31,497
ID3440,2023-09-30,97
ID1353,2023-05-31,111
ID0765,2024-06-30,225
ID0997,2024-01-31,83
ID4028,2024-10-31,263
ID0839,2023-12-31,82
ID2222,2022-11-30,70
ID2621,2024-07-31,210
ID3296,2024-03-31,106
ID0164,2022-12-31,29
ID2894,2023-07-31,56
ID0471,2023-04-30,191
ID1093,2023-08-31,100
ID3908,2024-04-30,0
ID0862,2022-10-31,59
ID1327,2023-05-31,152
ID3299,2024-06-30,171
ID0294,2023-03-31,135
ID3798,2023-12-31,103
ID2064,2023-07-31,279
ID3327,2022-12-31,75
ID2351,2023-06-30,77
ID1213,2023-03-31,16
ID3245,2022-11-30,313
ID3801,2024-05-31,94
ID1502,2023-09-30,27
ID3735,2022-11-30,146
ID2875,2024-07-31,45
ID2715,2024-05-31,100
ID3020,2023-07-31,40
ID4021,2024-03-31,93
ID1304,2023-10-31,181
ID1845,2023-06-30,179
ID1991,2022-11-30,109
ID2842,2023-07-31,105
ID0127,2023-02-28,342
ID2473,2024-03-31,137
ID3174,2024-03-31,37
ID3822,2024-05-31,199
ID4000,2024-09-30,101
ID3839,2024-06-30,80
ID0438,2024-07-31,73
ID2664,2023-07-31,6
ID3057,2023-01-31,60
ID1535,2023-12-31,195
ID3657,2023-05-31,80
ID1030,2022-11-30,174
ID2074,2024-08-31,41
ID2161,2023-12-31,167
ID0586,2023-10-31,138
ID0848,2023-11-30,82
ID3928,2023-07-31,104
ID0385,2022-11-30,78
ID4028,2022-10-31,181
ID0457,2022-10-31,197
ID0647,2024-08-31,39
ID1877,2024-02-29,197
ID0305,2023-04-30,108
ID2087,2024-09-30,68
ID0078,2024-01-31,120
ID2745,2023-08-31,39
ID1469,2022-12-31,107
ID0954,2023-01-31,114
ID3839,2024-02-29,66
ID0564,2022-11-30,150
ID0932,2024-05-31,97
ID3143,2024-05-31,17
ID3145,2024-07-31,15
ID2101,2023-10-31,158
ID1738,2024-07-31,78
ID2147,2024-02-29,357
ID0073,2024-03-31,34
ID2556,2024-01-31,8
ID3171,2024-01-31,21
ID3461,2023-05-31,16
ID0674,2024-09-30,53
ID2642,2022-12-31,60
ID1589,2024-03-31,96
ID3380,2023-10-31,53
ID3148,2023-11-30,531
ID0276,2023-02-28,173
ID2891,2023-04-30,101
ID3507,2024-02-29,186
ID2550,2023-06-30,26
ID3536,2023-08-31,18
ID1347,2023-12-31,108
ID2408,2023-10-31,60
ID2111,2024-05-31,153
ID0432,2023-10-31,76
ID2579,2023-04-30,18
ID2574,2024-09-30,26
ID0241,2022-11-30,56
ID2729,2022-12-31,110
ID3613,2024-08-31,170
ID3542,2022-12-31,107
ID0214,2022-10-31,59
ID3489,2023-08-31,118
ID3929,2023-02-28,158
ID3870,2023-08-31,84
ID3999,2024-03-31,44
ID2415,2024-09-30,102
ID1744,2024-10-31,0
ID2361,2023-12-31,99
ID0978,2023-06-30,113
ID2210,2024-02-29,334
ID1997,2023-06-30,99
ID3222,2023-03-31,335
ID1581,2023-12-31,215
ID0734,2023-09-30,92
ID3969,2023-01-31,88
ID1743,2023-04-30,636
ID1571,2023-02-28,83
ID1689,2023-12-31,173
ID3575,2023-10-31,0
ID3084,2022-11-30,113
ID0097,2023-02-28,136
ID2183,2023-07-31,75
ID0666,2024-10-31,335
ID0243,2023-12-31,81
ID0918,2024-05-31,21
ID2089,2023-03-31,77
ID0068,2023-01-31,180
ID2082,2022-12-31,165
ID2737,2023-04-30,88
ID0941,2024-02-29,70
ID3891,2024-05-31,80
ID2467,2023-01-31,128
ID1651,2024-06-30,104
ID3667,2024-10-31,139
ID1280,2024-04-30,32
ID0570,2023-02-28,102
ID1884,2023-04-30,82
ID3129,2023-02-28,57
ID3951,2023-02-28,125
ID3673,2023-11-30,87
ID0323,2023-02-28,74
ID0597,2024-03-31,189
ID0678,2024-07-31,104
ID1469,2023-10-31,84
ID1047,2023-06-30,80
ID1618,2024-07-31,108
ID2874,2024-01-31,72
ID1964,2023-05-31,166
ID1237,2023-01-31,144
ID3316,2024-05-31,45
ID2070,2023-04-30,75
ID0624,2023-02-28,174
ID2969,2023-09-30,99
ID3641,2024-06-30,2
ID3710,2023-10-31,107
ID3420,2022-10-31,118
ID1541,2022-10-31,32
ID2742,2024-05-31,149
ID2704,2024-06-30,81
ID0357,2022-11-30,90
ID2960,2024-10-31,78
ID2163,2023-07-31,357
ID3247,2023-04-30,174
ID1803,2024-06-30,80
ID1605,2024-03-31,190
ID0042,2023-11-30,28
ID3428,2023-07-31,22
ID0972,2024-04-30,90
ID2403,2023-11-30,41
ID3814,2024-09-30,89
ID0684,2023-04-30,207
ID0886,2024-04-30,184
ID0326,2023-01-31,121
ID3897,2023-06-30,
ID1381,2024-08-31,176
ID0644,2024-04-30,73
ID0498,2024-02-29,142
ID0622,2023-05-31,129
ID0105,2024-04-30,193
ID0162,2024-02-29,57
ID1404,2024-06-30,107
ID1654,2023-04-30,111
ID1580,2023-10-31,105
ID3570,2023-01-31,67
ID2314,2024-07-31,128
ID2900,2023-06-30,134
ID2048,2024-01-31,101
ID3785,2022-11-30,150
ID2685,2024-04-30,36
ID3431,2024-05-31,132
ID2126,2022-12-31,93
ID0714,2023-10-31,113
ID2244,2024-10-31,97
ID3863,2024-05-31,200
ID2313,2023-04-30,223
ID1900,2022-12-31,22
ID2434,2022-10-31,23
ID1759,2024-07-31,25
ID1491,2024-10-31,197
ID3489,2024-06-30,131
ID2500,2023-11-30,34
ID1346,2023-01-31,178
ID0421,2022-10-31,159
ID1459,2024-01-31,75
ID2670,2024-07-31,127
ID0696,2024-06-30,114
ID1568,2023-06-30,8
ID2535,2024-03-31,88
ID0882,2024-10-31,186
ID3766,2024-05-31,133
ID2922,2022-12-31,247
ID3008,2022-11-30,47
ID0144,2022-10-31,41
ID0589,2023-08-31,152
ID3711,2024-10-31,111
ID0522,2023-05-31,248
ID2921,2024-01-31,75
ID3975,2024-05-31,53
ID3393,2024-04-30,94
ID2487,2022-12-31,25
ID3538,2023-10-31,117
ID3096,2024-07-31,81
ID0670,2023-01-31,56
ID0299,2024-04-30,82
ID2511,2024-05-31,53
ID1902,2023-06-30,96
ID2256,2023-02-28,0
ID0719,2024-04-30,277
ID0714,2024-08-31,94
ID2476,2023-10-31,74
ID0860,2023-07-31,87
ID0052,2023-12-31,150
ID1700,2023-02-28,128
ID2556,2023-05-31,9
ID2869,2022-12-31,428
ID2391,2023-07-31,461
ID3039,2023-07-31,171
ID1464,2023-08-31,32
ID3662,2024-08-31,753
ID3003,2022-10-31,51
ID2381,2024-06-30,66
ID1259,2022-12-31,58
ID2023,2023-04-30,143
ID2273,2024-03-31,240
ID3873,2023-06-30,49
ID2998,2022-12-31,227
ID0638,2022-12-31,71
ID3924,2024-01-31,85
ID1531,2024-09-30,75
ID3274,2022-12-31,48
ID2193,2023-02-28,153
ID0320,2023-12-31,93
ID0707,2022-12-31,64
ID0588,2024-07-31,72
ID3852,2023-04-30,86
ID0617,2024-09-30,126
ID0874,2023-10-31,0
ID4055,2022-12-31,86
ID2015,2024-07-31,6
ID1341,2023-07-31,16
ID1948,2024-10-31,87
ID1702,2024-05-31,35
ID2079,2023-06-30,117
ID0337,2024-02-29,233
ID2307,2023-09-30,223
ID0676,2023-12-31,167
ID0642,2023-07-31,31
ID0591,2023-11-30,69
ID3636,2024-01-31,67
ID1362,2024-10-31,170
ID1231,2024-06-30,170
ID3170,2023-01-31,152
ID1817,2024-08-31,150
ID1348,2024-09-30,221
ID1025,2024-09-30,138
ID0948,2023-02-28,108
ID0200,2023-12-31,90
ID2008,2024-06-30,164
ID3147,2023-02-28,177
ID0392,2024-02-29,297
ID3303,2022-10-31,4
ID3974,2023-09-30,34
ID0703,2022-12-31,91
ID1914,2023-01-31,5
ID0900,2024-09-30,83
ID0510,2024-10-31,46
ID3184,2022-12-31,30
ID3861,2024-01-31,35
ID0885,2023-06-30,94
ID3956,2024-03-31,72
ID2188,2023-10-31,32
ID0644,2023-08-31,122
ID1329,2024-09-30,230
ID4043,2023-03-31,2
ID2115,2023-10-31,59
ID3933,2023-02-28,95
ID0813,2023-10-31,22
ID0622,2023-10-31,203
ID3073,2023-05-31,140
ID0174,2023-03-31,110
ID3758,2024-05-31,74
ID1669,2024-10-31,301
ID2031,2024-01-31,50
ID3298,2024-04-30,144
ID1080,2024-07-31,113
ID3431,2023-11-30,141
ID0112,2024-04-30,79
ID1786,2023-08-31,50
ID1378,2024-04-30,268
ID3532,2024-10-31,155
ID1744,2024-06-30,24
ID2773,2022-11-30,60
